time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Volume
1704060000,1.10368,1.10368,1.10367,1.10368,,,,,26
1704063600,1.10368,1.10368,1.10367,1.10368,,,,,6
1704171600,1.10368,1.10368,1.1021,1.10334,,,,,3921
1704175200,1.10334,1.10352,1.10267,1.10286,,,,,4060
1704178800,1.10286,1.10381,1.1015,1.10152,,,,,12497
1704182400,1.10152,1.10388,1.10152,1.10295,,,,,16009
1704186000,1.10295,1.10381,1.10106,1.10151,,,,,11242
1704189600,1.10151,1.10171,1.09971,1.10074,,,,,11763
1704193200,1.10074,1.10076,1.09666,1.09691,,,,,14229
1704196800,1.09691,1.0971899999999999,1.09535,1.09538,,,,,10740
1704200400,1.09538,1.0965,1.09493,1.09527,,,,,14665
1704204000,1.09527,1.0964,1.09446,1.09631,,,,,19076
1704207600,1.09631,1.09681,1.0941,1.09436,,,,,22990
1704211200,1.09436,1.09617,1.09408,1.0956299999999999,,,,,13108
1704214800,1.0956299999999999,1.09575,1.0945799999999999,1.09503,23.186608803471245,,,,9136
1704218400,1.09503,1.09558,1.09462,1.09467,22.64238811530717,,,,6587
1704222000,1.09467,1.0950199999999999,1.09427,1.09466,22.626501279778964,,,,5888
1704225600,1.09466,1.09511,1.09421,1.0943,22.02731223941184,,,,6112
1704229200,1.0943,1.09431,1.09381,1.09391,21.36716597534162,,,,3145
1704232800,1.09391,1.09431,1.09381,1.09409,22.521292992792098,,,,1563
1704236400,1.09409,1.09437,1.09406,1.09414,22.859990150286905,,,,1477
1704240000,1.09414,1.09504,1.09411,1.09494,28.263477897646084,,,,2869
1704243600,1.09494,1.09548,1.09449,1.09514,29.591316820888423,,,,4929
1704247200,1.09514,1.09532,1.09486,1.09522,30.14828047302612,,,,3188
1704250800,1.09522,1.09622,1.09487,1.09609,36.07089172502534,,,,3978
1704254400,1.09609,1.0962399999999999,1.09588,1.0962399999999999,37.06174087646937,,,,2525
1704258000,1.0962399999999999,1.09628,1.09512,1.09512,32.95462701701378,,,,3964
1704261600,1.09512,1.09608,1.09511,1.09588,37.97737431064961,27.80706919122204,,,3824
1704265200,1.09588,1.09626,1.09515,1.09602,38.88564412859653,28.928428857302418,,,8476
1704268800,1.09602,1.09654,1.09503,1.09526,35.81909723220244,29.86962236565208,,,12784
1704272400,1.09526,1.0956299999999999,1.09347,1.0936299999999999,30.300068884956758,30.417734337450494,,,10917
1704276000,1.0936299999999999,1.0939,1.09261,1.09279,27.913172567747864,30.83815293233164,,,8472
