time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Volume
1641160800,115.09,115.15700000000001,115.06,115.143,,,,,4014
1641168000,115.143,115.293,115.122,115.21300000000001,,,,,7676
1641175200,115.21300000000001,115.30300000000001,115.20700000000001,115.27600000000001,,,,,4184
1641182400,115.27600000000001,115.316,115.268,115.31,,,,,3598
1641189600,115.31,115.36200000000001,115.266,115.29,,,,,5804
1641196800,115.29,115.308,115.15,115.176,,,,,10728
1641204000,115.176,115.177,114.994,115.066,,,,,11060
1641211200,115.066,115.165,114.94600000000001,115.14800000000001,,,,,11902
1641218400,115.14800000000001,115.367,115.137,115.293,,,,,23651
1641225600,115.293,115.33800000000001,115.24300000000001,115.31700000000001,,,,,9177
1641232800,115.31700000000001,115.33500000000001,115.262,115.33500000000001,,,,,5960
1641240000,115.33500000000001,115.355,115.266,115.307,,,,,6014
1641247200,115.307,115.355,115.27300000000001,115.331,,,,,9231
1641254400,115.331,115.486,115.29100000000001,115.418,,,,,12198
1641261600,115.418,115.81500000000001,115.40400000000001,115.709,75.4954954954953,,,,13715
1641268800,115.709,115.81200000000001,115.705,115.74900000000001,76.41094062708466,,,,8541
1641276000,115.74900000000001,115.802,115.653,115.739,75.65005334552616,,,,9173
1641283200,115.739,115.888,115.71300000000001,115.82900000000001,77.79331729484059,,,,13274
1641290400,115.82900000000001,116.17500000000001,115.80900000000001,116.147,83.36484015805908,,,,11866
1641297600,116.147,116.352,116.12700000000001,116.26,84.82210283688008,,,,19513
1641304800,116.26,116.33800000000001,116.03800000000001,116.14,77.09810644816929,,,,23797
1641312000,116.14,116.197,115.95400000000001,116.17200000000001,77.68174854513023,,,,12968
1641319200,116.17200000000001,116.18400000000001,116.07900000000001,116.113,73.94027240222303,,,,7592
1641326400,116.113,116.14800000000001,116.087,116.132,74.36841236590492,,,,5789
1641333600,116.132,116.236,116.055,116.177,75.39929003762774,,,,6358
1641340800,116.177,116.24300000000001,115.905,116.01100000000001,65.0119350036502,,,,13661
1641348000,116.01100000000001,116.058,115.9,116.009,64.89593398646585,,,,8998
1641355200,116.009,116.101,115.95400000000001,116.00200000000001,64.46239528584842,74.74248884520753,,,7495
1641362400,116.00200000000001,116.045,115.91000000000001,116.034,65.59396580118735,74.03523672418554,,,8596
1641369600,116.034,116.043,115.78,115.858,55.18592129839549,72.51916391499346,,,13339
1641376800,115.858,115.869,115.62100000000001,115.67200000000001,46.74441514176093,70.45447547186737,,,11223
1641384000,115.67200000000001,115.936,115.646,115.80300000000001,52.28081783239946,68.632154081693,,,19520
1641391200,115.80300000000001,115.848,115.673,115.786,51.532126363199005,66.35838881063157,,,19503
1641398400,115.786,116.00200000000001,115.763,115.97,58.4652055774645,64.47575329210188,,,11647
1641405600,115.97,116.185,115.95,116.15700000000001,64.08764234467183,63.54643442756635,,,20208
1641412800,116.15700000000001,116.16900000000001,116.078,116.081,60.502997955615115,62.319380814029564,,,9690
1641420000,116.081,116.137,116.025,116.12400000000001,61.804728024638166,61.45255621563064,,,4769
1641427200,116.12400000000001,116.185,115.908,115.92500000000001,53.08508637857796,59.93231864510729,,,15681
1641434400,115.92500000000001,115.964,115.822,115.858,50.50170011692891,58.15391936505738,,,11121
1641441600,115.858,115.973,115.82600000000001,115.86500000000001,50.77125271524223,57.13672777302823,,,10033
1641448800,115.86500000000001,115.955,115.787,115.869,50.935676895881855,56.139566552272235,,,12758
1641456000,115.869,115.914,115.65700000000001,115.747,45.90014363269876,54.81369143419011,,,17190
